Report Number,Date of Occurrence,city,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Case Closed,Date Case Closed,area_location,latitude,longitude
18221,1/29/2022 4:00,Jaipur,244,ROBBERY,48,M,Poison,Violent Crime,No,,Vaishali Nagar,26.9196,75.7395
18222,1/29/2022 5:00,Lucknow,580,DRUG OFFENSE,65,M,Blunt Object,Other Crime,Yes,19-03-2022 11:00,Gomti Nagar,26.8467,81
18223,1/29/2022 6:00,Delhi,195,ILLEGAL POSSESSION,79,F,Knife,Other Crime,No,,Saket,28.5206,77.2073
18224,1/29/2022 7:00,Bangalore,282,FRAUD,68,F,Explosives,Other Crime,No,,Indiranagar,12.9716,77.6408
18226,1/29/2022 9:00,Mumbai,417,SHOPLIFTING,11,X,Explosives,Other Crime,No,,Andheri,19.1197,72.8468
18228,1/29/2022 11:00,Kolkata,401,HOMICIDE,36,X,Firearm,Other Crime,No,,Park Street,22.5531,88.3501
18230,1/29/2022 13:00,Chennai,133,ASSAULT,58,F,Other,Violent Crime,No,,T. Nagar,13.042,80.2337
18231,1/29/2022 14:00,Pune,213,CYBERCRIME,16,M,None,Other Crime,No,,Koregaon Park,18.5362,73.8938
18232,1/29/2022 15:00,Pune,147,FRAUD,23,M,None,Other Crime,No,,Kothrud,18.5096,73.8077
18233,1/29/2022 16:00,Pune,528,VANDALISM,19,X,Knife,Other Crime,No,,Kothrud,18.5096,73.8077
18234,1/29/2022 17:00,Mumbai,302,FIREARM OFFENSE,13,F,Other,Fire Accident,Yes,2/4/2022 14:00,Bandra,19.0606,72.8366
18236,1/29/2022 19:00,Kolkata,353,TRAFFIC VIOLATION,13,X,Firearm,Traffic Fatality,Yes,20-02-2022 21:00,Park Street,22.5531,88.3501
18237,1/29/2022 20:00,Delhi,417,EXTORTION,78,M,Blunt Object,Other Crime,No,,Rohini,28.7492,77.0574
18238,1/29/2022 21:00,Ahmedabad,408,ILLEGAL POSSESSION,38,X,Other,Other Crime,No,,Maninagar,22.9921,72.6036
18240,1/29/2022 23:00,Kolkata,286,ROBBERY,55,F,None,Violent Crime,No,,Salt Lake,22.5867,88.417
18242,1/30/2022 1:00,Lucknow,257,PUBLIC INTOXICATION,77,X,Poison,Other Crime,Yes,3/2/2022 10:00,Gomti Nagar,26.8467,81
18243,1/30/2022 2:00,Delhi,217,KIDNAPPING,47,X,None,Other Crime,No,,Saket,28.5206,77.2073
18244,1/30/2022 3:00,Hyderabad,306,EXTORTION,70,X,Firearm,Other Crime,Yes,7/2/2022 10:00,Gachibowli,17.4448,78.3498
18245,1/30/2022 4:00,Mumbai,183,VEHICLE - STOLEN,66,X,Firearm,Violent Crime,Yes,15-03-2022 20:00,Bandra,19.0606,72.8366
18246,1/30/2022 5:00,Pune,470,ROBBERY,49,F,Blunt Object,Violent Crime,No,,Tadiwala Road,18.5193,73.8794
18247,1/30/2022 6:00,Lucknow,578,CYBERCRIME,37,F,Poison,Other Crime,No,,Gomti Nagar,26.8467,81
18248,1/30/2022 7:00,Pune,154,BURGLARY,70,X,Knife,Other Crime,Yes,11/4/2022 5:00,Koregaon Park,18.5362,73.8938
18250,1/30/2022 9:00,Delhi,399,SEXUAL ASSAULT,58,M,None,Violent Crime,Yes,29-04-2023 13:00,Saket,28.5206,77.2073
18251,1/30/2022 10:00,Chennai,203,ASSAULT,16,M,Explosives,Violent Crime,No,,Velachery,12.9784,80.2209
18252,1/30/2022 11:00,Bangalore,364,EXTORTION,37,X,Firearm,Other Crime,No,,Koramangala,12.9352,77.6142
18254,1/30/2022 13:00,Delhi,112,DOMESTIC VIOLENCE,22,X,Other,Violent Crime,Yes,25-04-2022 07:00,Rohini,28.7492,77.0574
18255,1/30/2022 14:00,Mumbai,217,ASSAULT,12,X,Explosives,Violent Crime,Yes,14-03-2022 01:00,Andheri,19.1197,72.8468
18256,1/30/2022 15:00,Hyderabad,290,DOMESTIC VIOLENCE,37,M,Other,Violent Crime,No,,Gachibowli,17.4448,78.3498
18257,1/30/2022 16:00,Delhi,388,ROBBERY,20,F,Other,Violent Crime,No,,Saket,28.5206,77.2073
18258,1/30/2022 17:00,Delhi,478,CYBERCRIME,76,F,None,Other Crime,Yes,7/4/2022 22:00,Rohini,28.7492,77.0574
18259,1/30/2022 18:00,Hyderabad,396,DOMESTIC VIOLENCE,14,M,None,Violent Crime,Yes,11/3/2022 6:00,Gachibowli,17.4448,78.3498
18260,1/30/2022 19:00,Hyderabad,541,ILLEGAL POSSESSION,18,X,Explosives,Other Crime,No,,Banjara Hills,17.4123,78.4296
18261,1/30/2022 20:00,Hyderabad,358,BURGLARY,25,M,None,Other Crime,No,,Begumpet,17.444,78.4637
18262,1/30/2022 21:00,Lucknow,270,IDENTITY THEFT,56,F,Other,Violent Crime,No,,Alambagh,26.7923,80.8899
18264,1/30/2022 23:00,Lucknow,596,ARSON,73,X,Other,Fire Accident,No,,Alambagh,26.7923,80.8899
18265,1/31/2022 0:00,Delhi,558,TRAFFIC VIOLATION,52,M,None,Traffic Fatality,No,,Saket,28.5206,77.2073
18266,1/31/2022 1:00,Bangalore,501,VEHICLE - STOLEN,69,F,Other,Violent Crime,No,,Whitefield,12.9698,77.7499
18270,1/31/2022 5:00,Lucknow,420,FIREARM OFFENSE,55,F,Explosives,Fire Accident,Yes,30-03-2022 21:00,Hazratganj,26.8508,80.9462
18271,1/31/2022 6:00,Mumbai,555,VANDALISM,51,X,Knife,Other Crime,No,,Bandra,19.0606,72.8366
18272,1/31/2022 7:00,Ahmedabad,589,SEXUAL ASSAULT,22,F,Blunt Object,Violent Crime,Yes,20-01-2024 14:00,Satellite,23.03,72.5171
18273,1/31/2022 8:00,Bangalore,466,EXTORTION,22,F,Firearm,Other Crime,No,,Indiranagar,12.9716,77.6408
18275,1/31/2022 10:00,Bangalore,422,IDENTITY THEFT,11,M,Explosives,Violent Crime,Yes,3/4/2022 4:00,Indiranagar,12.9716,77.6408
18276,1/31/2022 11:00,Delhi,530,VEHICLE - STOLEN,42,X,Explosives,Violent Crime,No,,Dwarka,28.5921,77.046
18278,1/31/2022 13:00,Delhi,252,CYBERCRIME,77,X,Firearm,Other Crime,Yes,19-04-2022 20:00,Dwarka,28.5921,77.046
18280,1/31/2022 15:00,Chennai,139,BURGLARY,21,M,Explosives,Other Crime,Yes,18-06-2022 01:00,T. Nagar,13.042,80.2337
18281,1/31/2022 16:00,Pune,373,KIDNAPPING,34,M,Poison,Other Crime,Yes,11/2/2022 1:00,Kalyani Nagar,18.5485,73.9028
18284,1/31/2022 19:00,Kolkata,116,KIDNAPPING,42,F,Other,Other Crime,No,,Behala,22.501,88.3141
18287,1/31/2022 22:00,Hyderabad,507,ROBBERY,13,F,None,Violent Crime,No,,Banjara Hills,17.4123,78.4296
18288,1/31/2022 23:00,Mumbai,465,ARSON,39,M,Blunt Object,Fire Accident,No,,Andheri,19.1197,72.8468
18292,2/1/2022 3:00,Pune,159,DOMESTIC VIOLENCE,28,X,Knife,Violent Crime,Yes,14-03-2022 05:00,Tadiwala Road,18.5193,73.8794
18294,2/1/2022 5:00,Delhi,344,SEXUAL ASSAULT,65,F,Blunt Object,Violent Crime,Yes,19-12-2022 08:00,Dwarka,28.5921,77.046
18295,2/1/2022 6:00,Bangalore,116,IDENTITY THEFT,55,X,None,Violent Crime,No,,Koramangala,12.9352,77.6142
18297,2/1/2022 8:00,Lucknow,501,FRAUD,70,F,None,Other Crime,No,,Hazratganj,26.8508,80.9462
18298,2/1/2022 9:00,Ahmedabad,349,ILLEGAL POSSESSION,70,F,Blunt Object,Other Crime,Yes,15-02-2022 11:00,Navrangpura,23.0422,72.5551
18299,2/1/2022 10:00,Hyderabad,104,VEHICLE - STOLEN,18,F,Explosives,Violent Crime,Yes,8/4/2022 1:00,Begumpet,17.444,78.4637
18300,2/1/2022 11:00,Kolkata,165,ARSON,51,F,Knife,Fire Accident,No,,Park Street,22.5531,88.3501
18301,2/1/2022 12:00,Chennai,252,COUNTERFEITING,60,M,Blunt Object,Other Crime,No,,T. Nagar,13.042,80.2337
18302,2/1/2022 13:00,Hyderabad,433,HOMICIDE,20,F,Other,Other Crime,No,,Banjara Hills,17.4123,78.4296
18303,2/1/2022 14:00,Kolkata,508,FIREARM OFFENSE,68,M,Knife,Fire Accident,Yes,13-02-2022 16:00,Salt Lake,22.5867,88.417
18304,2/1/2022 15:00,Delhi,354,DRUG OFFENSE,27,F,Other,Other Crime,No,,Rohini,28.7492,77.0574
18305,2/1/2022 16:00,Bangalore,361,CYBERCRIME,70,M,None,Other Crime,No,,Whitefield,12.9698,77.7499
18306,2/1/2022 17:00,Hyderabad,402,ROBBERY,38,F,Firearm,Violent Crime,No,,Begumpet,17.444,78.4637
18308,2/1/2022 19:00,Chennai,496,FIREARM OFFENSE,30,M,Poison,Fire Accident,No,,Velachery,12.9784,80.2209
18309,2/1/2022 20:00,Bangalore,307,SEXUAL ASSAULT,70,X,Knife,Violent Crime,No,,Whitefield,12.9698,77.7499
18310,2/1/2022 21:00,Chennai,150,ILLEGAL POSSESSION,28,X,Poison,Other Crime,Yes,14-03-2022 23:00,T. Nagar,13.042,80.2337
18311,2/1/2022 22:00,Kolkata,422,ROBBERY,18,M,Explosives,Violent Crime,Yes,23-03-2022 18:00,Park Street,22.5531,88.3501
18312,2/1/2022 23:00,Delhi,524,TRAFFIC VIOLATION,52,F,Poison,Traffic Fatality,No,,Rohini,28.7492,77.0574
18314,2/2/2022 1:00,Jaipur,392,DRUG OFFENSE,42,M,Knife,Other Crime,Yes,8/4/2022 20:00,Mansarovar,26.8554,75.7705
18317,2/2/2022 4:00,Hyderabad,147,FRAUD,15,M,Firearm,Other Crime,No,,Gachibowli,17.4448,78.3498
18319,2/2/2022 6:00,Hyderabad,398,ARSON,78,M,Knife,Fire Accident,No,,Begumpet,17.444,78.4637
18322,2/2/2022 9:00,Ahmedabad,342,PUBLIC INTOXICATION,46,F,Other,Other Crime,Yes,21-02-2022 13:00,Maninagar,22.9921,72.6036
18323,2/2/2022 10:00,Mumbai,386,SHOPLIFTING,45,X,Other,Other Crime,Yes,21-03-2022 04:00,Dadar,19.0184,72.8436
18324,2/2/2022 11:00,Kolkata,449,CYBERCRIME,28,M,None,Other Crime,Yes,17-02-2022 04:00,Park Street,22.5531,88.3501
18325,2/2/2022 12:00,Kolkata,285,CYBERCRIME,62,M,Blunt Object,Other Crime,Yes,18-02-2022 18:00,Behala,22.501,88.3141
18326,2/2/2022 13:00,Kolkata,348,PUBLIC INTOXICATION,64,M,Knife,Other Crime,No,,Park Street,22.5531,88.3501
18327,2/2/2022 14:00,Chennai,265,SEXUAL ASSAULT,76,X,Knife,Violent Crime,Yes,3/8/2022 7:00,Velachery,12.9784,80.2209
18328,2/2/2022 15:00,Pune,209,VANDALISM,62,F,None,Other Crime,No,,Tadiwala Road,18.5193,73.8794
18329,2/2/2022 16:00,Jaipur,131,VEHICLE - STOLEN,44,M,Other,Violent Crime,Yes,24-04-2022 22:00,Vaishali Nagar,26.9196,75.7395
18330,2/2/2022 17:00,Delhi,356,IDENTITY THEFT,78,M,Poison,Violent Crime,No,,Saket,28.5206,77.2073
18332,2/2/2022 19:00,Bangalore,254,DOMESTIC VIOLENCE,77,F,Explosives,Violent Crime,No,,Indiranagar,12.9716,77.6408
18334,2/2/2022 21:00,Kolkata,349,ILLEGAL POSSESSION,63,F,Firearm,Other Crime,No,,Park Street,22.5531,88.3501
18335,2/2/2022 22:00,Delhi,235,ROBBERY,73,X,Knife,Violent Crime,Yes,24-05-2022 20:00,Saket,28.5206,77.2073
18336,2/2/2022 23:00,Jaipur,529,COUNTERFEITING,60,F,Blunt Object,Other Crime,Yes,28-02-2022 04:00,Vaishali Nagar,26.9196,75.7395
18339,2/3/2022 2:00,Bangalore,311,EXTORTION,73,X,Explosives,Other Crime,Yes,11/3/2022 1:00,Koramangala,12.9352,77.6142
18340,2/3/2022 3:00,Delhi,598,DRUG OFFENSE,70,M,None,Other Crime,No,,Saket,28.5206,77.2073
18341,2/3/2022 4:00,Kolkata,449,VEHICLE - STOLEN,61,X,Poison,Violent Crime,No,,Park Street,22.5531,88.3501
18343,2/3/2022 6:00,Mumbai,355,ARSON,28,X,Poison,Fire Accident,No,,Bandra,19.0606,72.8366
18344,2/3/2022 7:00,Mumbai,426,BURGLARY,22,M,Firearm,Other Crime,No,,Andheri,19.1197,72.8468
18346,2/3/2022 9:00,Hyderabad,144,ROBBERY,29,X,Other,Violent Crime,Yes,28-07-2022 06:00,Gachibowli,17.4448,78.3498
18348,2/3/2022 11:00,Chennai,497,ARSON,15,M,Explosives,Fire Accident,No,,Adyar,13.0067,80.257
18349,2/3/2022 12:00,Ahmedabad,563,ASSAULT,73,M,Explosives,Violent Crime,Yes,20-04-2022 15:00,Navrangpura,23.0422,72.5551
18351,2/3/2022 14:00,Mumbai,258,BURGLARY,45,F,Explosives,Other Crime,No,,Bandra,19.0606,72.8366
18352,2/3/2022 15:00,Bangalore,520,SHOPLIFTING,75,F,Other,Other Crime,Yes,13-03-2022 17:00,Koramangala,12.9352,77.6142
18353,2/3/2022 16:00,Delhi,411,DOMESTIC VIOLENCE,11,X,Blunt Object,Violent Crime,Yes,25-03-2022 22:00,Saket,28.5206,77.2073
18354,2/3/2022 17:00,Bangalore,247,PUBLIC INTOXICATION,74,M,Firearm,Other Crime,No,,Koramangala,12.9352,77.6142
18356,2/3/2022 19:00,Kolkata,520,TRAFFIC VIOLATION,24,X,Explosives,Traffic Fatality,Yes,6/2/2022 9:00,Salt Lake,22.5867,88.417
18358,2/3/2022 21:00,Delhi,126,PUBLIC INTOXICATION,20,M,Knife,Other Crime,Yes,26-02-2022 12:00,Dwarka,28.5921,77.046
18359,2/3/2022 22:00,Delhi,460,ARSON,36,F,Firearm,Fire Accident,Yes,8/3/2022 17:00,Saket,28.5206,77.2073
18360,2/3/2022 23:00,Mumbai,536,FIREARM OFFENSE,41,F,Firearm,Fire Accident,No,,Andheri,19.1197,72.8468
18361,2/4/2022 0:00,Mumbai,139,SEXUAL ASSAULT,30,X,Explosives,Violent Crime,No,,Dadar,19.0184,72.8436
18363,2/4/2022 2:00,Lucknow,361,COUNTERFEITING,64,M,Other,Other Crime,No,,Hazratganj,26.8508,80.9462
18364,2/4/2022 3:00,Kolkata,174,TRAFFIC VIOLATION,15,X,Firearm,Traffic Fatality,No,,Salt Lake,22.5867,88.417
18365,2/4/2022 4:00,Kolkata,486,FRAUD,13,M,Firearm,Other Crime,Yes,9/4/2022 8:00,Behala,22.501,88.3141
18367,2/4/2022 6:00,Bangalore,595,HOMICIDE,16,F,None,Other Crime,No,,Koramangala,12.9352,77.6142
18368,2/4/2022 7:00,Mumbai,584,FIREARM OFFENSE,39,F,Poison,Fire Accident,No,,Bandra,19.0606,72.8366
18369,2/4/2022 8:00,Chennai,244,FRAUD,19,F,Poison,Other Crime,Yes,21-03-2022 21:00,Adyar,13.0067,80.257
18370,2/4/2022 9:00,Bangalore,207,TRAFFIC VIOLATION,75,X,Other,Traffic Fatality,Yes,14-02-2022 11:00,Indiranagar,12.9716,77.6408
18371,2/4/2022 10:00,Delhi,571,IDENTITY THEFT,41,F,Firearm,Violent Crime,Yes,17-03-2022 15:00,Dwarka,28.5921,77.046
18372,2/4/2022 11:00,Lucknow,367,EXTORTION,16,F,Knife,Other Crime,Yes,15-04-2022 10:00,Gomti Nagar,26.8467,81
18374,2/4/2022 13:00,Hyderabad,316,ROBBERY,51,F,Blunt Object,Violent Crime,No,,Gachibowli,17.4448,78.3498
18375,2/4/2022 14:00,Mumbai,530,ROBBERY,66,X,Explosives,Violent Crime,No,,Dadar,19.0184,72.8436
18376,2/4/2022 15:00,Chennai,511,HOMICIDE,39,M,Blunt Object,Other Crime,No,,Velachery,12.9784,80.2209
18378,2/4/2022 17:00,Bangalore,291,SEXUAL ASSAULT,21,M,Poison,Violent Crime,Yes,26-01-2024 16:00,Indiranagar,12.9716,77.6408
18379,2/4/2022 18:00,Lucknow,255,KIDNAPPING,77,X,Explosives,Other Crime,No,,Hazratganj,26.8508,80.9462
18380,2/4/2022 19:00,Lucknow,231,DOMESTIC VIOLENCE,57,F,Other,Violent Crime,Yes,5/4/2022 12:00,Gomti Nagar,26.8467,81
18382,2/4/2022 21:00,Chennai,116,IDENTITY THEFT,58,M,Poison,Violent Crime,No,,Adyar,13.0067,80.257
18384,2/4/2022 23:00,Bangalore,374,FIREARM OFFENSE,18,M,Knife,Fire Accident,Yes,7/4/2022 5:00,Koramangala,12.9352,77.6142
18386,2/5/2022 1:00,Bangalore,223,HOMICIDE,54,F,Firearm,Other Crime,Yes,4/10/2023 22:00,Whitefield,12.9698,77.7499
18388,2/5/2022 3:00,Lucknow,599,COUNTERFEITING,76,M,Explosives,Other Crime,No,,Gomti Nagar,26.8467,81
18389,2/5/2022 4:00,Pune,268,FRAUD,60,X,Knife,Other Crime,No,,Kondhwa,18.4575,73.8901
18390,2/5/2022 5:00,Mumbai,354,FRAUD,30,X,Knife,Other Crime,No,,Dadar,19.0184,72.8436
18391,2/5/2022 6:00,Pune,228,ILLEGAL POSSESSION,78,M,Other,Other Crime,No,,Kalyani Nagar,18.5485,73.9028
18392,2/5/2022 7:00,Chennai,131,FIREARM OFFENSE,34,X,Explosives,Fire Accident,No,,T. Nagar,13.042,80.2337
18393,2/5/2022 8:00,Bangalore,247,VANDALISM,39,F,Blunt Object,Other Crime,No,,Indiranagar,12.9716,77.6408
18394,2/5/2022 9:00,Hyderabad,345,VEHICLE - STOLEN,75,X,Other,Violent Crime,No,,Gachibowli,17.4448,78.3498
18395,2/5/2022 10:00,Hyderabad,322,ROBBERY,47,M,Knife,Violent Crime,Yes,12/3/2022 22:00,Gachibowli,17.4448,78.3498
18396,2/5/2022 11:00,Delhi,398,COUNTERFEITING,47,F,Knife,Other Crime,Yes,23-04-2022 06:00,Rohini,28.7492,77.0574
18397,2/5/2022 12:00,Ahmedabad,426,EXTORTION,21,M,Explosives,Other Crime,No,,Navrangpura,23.0422,72.5551
18398,2/5/2022 13:00,Delhi,520,ASSAULT,69,X,Firearm,Violent Crime,No,,Rohini,28.7492,77.0574
18399,2/5/2022 14:00,Chennai,268,TRAFFIC VIOLATION,20,X,Other,Traffic Fatality,Yes,12/2/2022 11:00,T. Nagar,13.042,80.2337
18400,2/5/2022 15:00,Pune,416,ILLEGAL POSSESSION,55,M,Firearm,Other Crime,No,,Kalyani Nagar,18.5485,73.9028
18401,2/5/2022 16:00,Chennai,335,DOMESTIC VIOLENCE,76,M,Poison,Violent Crime,Yes,18-02-2022 11:00,Adyar,13.0067,80.257
18402,2/5/2022 17:00,Kolkata,576,ILLEGAL POSSESSION,55,M,Knife,Other Crime,No,,Park Street,22.5531,88.3501
18403,2/5/2022 18:00,Bangalore,188,HOMICIDE,41,M,Knife,Other Crime,No,,Whitefield,12.9698,77.7499
18404,2/5/2022 19:00,Mumbai,114,ASSAULT,48,F,Blunt Object,Violent Crime,Yes,2/5/2022 16:00,Andheri,19.1197,72.8468
18406,2/5/2022 21:00,Jaipur,451,ILLEGAL POSSESSION,34,M,Other,Other Crime,No,,Malviya Nagar,26.8497,75.818
18407,2/5/2022 22:00,Hyderabad,490,ARSON,22,X,Firearm,Fire Accident,Yes,2/4/2022 16:00,Banjara Hills,17.4123,78.4296
18409,2/6/2022 0:00,Delhi,440,ASSAULT,59,M,Poison,Violent Crime,Yes,13-02-2022 20:00,Rohini,28.7492,77.0574
18410,2/6/2022 1:00,Mumbai,277,IDENTITY THEFT,58,F,None,Violent Crime,No,,Bandra,19.0606,72.8366
18411,2/6/2022 2:00,Delhi,217,BURGLARY,25,F,Poison,Other Crime,Yes,18-05-2022 18:00,Saket,28.5206,77.2073
18412,2/6/2022 3:00,Mumbai,192,KIDNAPPING,58,F,Knife,Other Crime,No,,Bandra,19.0606,72.8366
18413,2/6/2022 4:00,Pune,220,SEXUAL ASSAULT,44,X,Poison,Violent Crime,No,,Koregaon Park,18.5362,73.8938
18416,2/6/2022 7:00,Hyderabad,450,ILLEGAL POSSESSION,26,X,Explosives,Other Crime,No,,Banjara Hills,17.4123,78.4296
18417,2/6/2022 8:00,Delhi,137,ARSON,42,M,Poison,Fire Accident,Yes,23-04-2022 18:00,Saket,28.5206,77.2073
18418,2/6/2022 9:00,Ahmedabad,548,COUNTERFEITING,33,X,Explosives,Other Crime,Yes,24-03-2022 15:00,Maninagar,22.9921,72.6036
18421,2/6/2022 12:00,Delhi,452,HOMICIDE,65,X,Explosives,Other Crime,Yes,27-06-2023 13:00,Saket,28.5206,77.2073
18422,2/6/2022 13:00,Kolkata,592,PUBLIC INTOXICATION,56,F,Firearm,Other Crime,Yes,17-02-2022 00:00,Park Street,22.5531,88.3501
18423,2/6/2022 14:00,Hyderabad,341,VANDALISM,60,X,Other,Other Crime,Yes,27-04-2022 20:00,Begumpet,17.444,78.4637
18424,2/6/2022 15:00,Delhi,507,CYBERCRIME,20,X,None,Other Crime,No,,Dwarka,28.5921,77.046
18425,2/6/2022 16:00,Ahmedabad,164,SHOPLIFTING,66,F,Other,Other Crime,No,,Satellite,23.03,72.5171
18429,2/6/2022 20:00,Hyderabad,232,ILLEGAL POSSESSION,71,F,Poison,Other Crime,Yes,4/5/2022 19:00,Begumpet,17.444,78.4637
18432,2/6/2022 23:00,Jaipur,522,EXTORTION,74,M,Explosives,Other Crime,Yes,23-02-2022 15:00,Mansarovar,26.8554,75.7705
18433,2/7/2022 0:00,Jaipur,169,ILLEGAL POSSESSION,28,X,Firearm,Other Crime,No,,Mansarovar,26.8554,75.7705
18435,2/7/2022 2:00,Pune,151,ROBBERY,64,F,Poison,Violent Crime,No,,Tadiwala Road,18.5193,73.8794
18436,2/7/2022 3:00,Pune,155,SHOPLIFTING,42,F,None,Other Crime,No,,Kasba Peth,18.5196,73.8574
18439,2/7/2022 6:00,Hyderabad,434,DOMESTIC VIOLENCE,12,M,Firearm,Violent Crime,Yes,21-04-2022 15:00,Banjara Hills,17.4123,78.4296
18440,2/7/2022 7:00,Delhi,341,SEXUAL ASSAULT,67,M,Blunt Object,Violent Crime,No,,Rohini,28.7492,77.0574
18441,2/7/2022 8:00,Pune,308,VEHICLE - STOLEN,19,F,Firearm,Violent Crime,No,,Tadiwala Road,18.5193,73.8794
18442,2/7/2022 9:00,Chennai,213,PUBLIC INTOXICATION,74,X,Poison,Other Crime,Yes,23-02-2022 12:00,Adyar,13.0067,80.257
18443,2/7/2022 10:00,Mumbai,460,IDENTITY THEFT,66,F,Blunt Object,Violent Crime,Yes,21-02-2022 00:00,Andheri,19.1197,72.8468
18444,2/7/2022 11:00,Hyderabad,387,ARSON,51,X,Blunt Object,Fire Accident,No,,Gachibowli,17.4448,78.3498
18445,2/7/2022 12:00,Delhi,523,EXTORTION,57,X,None,Other Crime,Yes,21-02-2022 06:00,Saket,28.5206,77.2073
18446,2/7/2022 13:00,Mumbai,409,SHOPLIFTING,56,X,Knife,Other Crime,No,,Bandra,19.0606,72.8366
18447,2/7/2022 14:00,Kolkata,349,ASSAULT,26,X,Poison,Violent Crime,Yes,6/3/2022 22:00,Behala,22.501,88.3141
18448,2/7/2022 15:00,Bangalore,121,SHOPLIFTING,71,M,Firearm,Other Crime,Yes,15-04-2022 02:00,Koramangala,12.9352,77.6142
18449,2/7/2022 16:00,Bangalore,231,COUNTERFEITING,15,X,Knife,Other Crime,No,,Koramangala,12.9352,77.6142
18453,2/7/2022 20:00,Kolkata,228,BURGLARY,32,F,Firearm,Other Crime,Yes,25-05-2022 01:00,Salt Lake,22.5867,88.417
18454,2/7/2022 21:00,Kolkata,249,FIREARM OFFENSE,57,F,Blunt Object,Fire Accident,Yes,18-02-2022 18:00,Behala,22.501,88.3141
18455,2/7/2022 22:00,Delhi,285,BURGLARY,31,F,None,Other Crime,No,,Rohini,28.7492,77.0574
18456,2/7/2022 23:00,Bangalore,504,ARSON,13,M,Firearm,Fire Accident,Yes,16-04-2022 00:00,Koramangala,12.9352,77.6142
18457,2/8/2022 0:00,Delhi,595,FRAUD,56,M,Knife,Other Crime,No,,Rohini,28.7492,77.0574
18458,2/8/2022 1:00,Delhi,428,FIREARM OFFENSE,56,M,Other,Fire Accident,No,,Rohini,28.7492,77.0574
18459,2/8/2022 2:00,Mumbai,448,FIREARM OFFENSE,41,F,Firearm,Fire Accident,No,,Andheri,19.1197,72.8468
18460,2/8/2022 3:00,Delhi,414,DRUG OFFENSE,57,M,Poison,Other Crime,No,,Dwarka,28.5921,77.046
18461,2/8/2022 4:00,Chennai,572,KIDNAPPING,17,M,None,Other Crime,Yes,25-02-2022 02:00,Velachery,12.9784,80.2209
18464,2/8/2022 7:00,Bangalore,373,BURGLARY,34,X,None,Other Crime,No,,Koramangala,12.9352,77.6142
18465,2/8/2022 8:00,Pune,563,PUBLIC INTOXICATION,30,M,Firearm,Other Crime,No,,Budhwar Peth,18.5167,73.855
18466,2/8/2022 9:00,Bangalore,524,EXTORTION,29,F,Blunt Object,Other Crime,Yes,20-02-2022 13:00,Whitefield,12.9698,77.7499
18467,2/8/2022 10:00,Jaipur,207,ARSON,38,X,Knife,Fire Accident,Yes,29-03-2022 00:00,Vaishali Nagar,26.9196,75.7395
18468,2/8/2022 11:00,Ahmedabad,595,EXTORTION,59,F,Firearm,Other Crime,Yes,26-04-2022 00:00,Satellite,23.03,72.5171
18469,2/8/2022 12:00,Lucknow,553,CYBERCRIME,71,F,None,Other Crime,No,,Hazratganj,26.8508,80.9462
18470,2/8/2022 13:00,Mumbai,496,EXTORTION,64,F,Poison,Other Crime,Yes,12/4/2022 22:00,Dadar,19.0184,72.8436
18471,2/8/2022 14:00,Jaipur,118,SEXUAL ASSAULT,17,F,None,Violent Crime,No,,Vaishali Nagar,26.9196,75.7395
18472,2/8/2022 15:00,Mumbai,358,DRUG OFFENSE,45,M,Poison,Other Crime,Yes,6/4/2022 22:00,Bandra,19.0606,72.8366
18473,2/8/2022 16:00,Hyderabad,448,SHOPLIFTING,21,F,Explosives,Other Crime,Yes,7/3/2022 5:00,Banjara Hills,17.4123,78.4296
18474,2/8/2022 17:00,Mumbai,507,COUNTERFEITING,76,X,Other,Other Crime,Yes,26-03-2022 01:00,Andheri,19.1197,72.8468
18475,2/8/2022 18:00,Hyderabad,597,IDENTITY THEFT,67,F,Blunt Object,Violent Crime,Yes,29-03-2022 13:00,Gachibowli,17.4448,78.3498
18476,2/8/2022 19:00,Delhi,304,COUNTERFEITING,72,X,Blunt Object,Other Crime,No,,Dwarka,28.5921,77.046
18477,2/8/2022 20:00,Mumbai,106,DRUG OFFENSE,29,M,Knife,Other Crime,Yes,29-04-2022 08:00,Dadar,19.0184,72.8436
18478,2/8/2022 21:00,Bangalore,121,KIDNAPPING,53,X,Knife,Other Crime,No,,Indiranagar,12.9716,77.6408
18479,2/8/2022 22:00,Delhi,513,SEXUAL ASSAULT,55,M,Poison,Violent Crime,No,,Saket,28.5206,77.2073
18481,2/9/2022 0:00,Bangalore,590,ARSON,38,F,Knife,Fire Accident,No,,Indiranagar,12.9716,77.6408
18483,2/9/2022 2:00,Delhi,411,ASSAULT,64,F,Other,Violent Crime,Yes,30-04-2022 23:00,Dwarka,28.5921,77.046
18485,2/9/2022 4:00,Bangalore,113,CYBERCRIME,49,M,Firearm,Other Crime,Yes,26-02-2022 21:00,Indiranagar,12.9716,77.6408
18486,2/9/2022 5:00,Delhi,417,IDENTITY THEFT,72,F,None,Violent Crime,Yes,5/5/2022 13:00,Rohini,28.7492,77.0574
18487,2/9/2022 6:00,Kolkata,277,FRAUD,10,M,Blunt Object,Other Crime,No,,Behala,22.501,88.3141
