city,area,latitude,longitude,risk_level,crime_description
Ahmedabad,Navrangpura,23.0422,72.5551,Low,VEHICLE - STOLEN
Pune,Viman Nagar,18.5679,73.9143,Medium,PUBLIC INTOXICATION
Delhi,Saket,28.5206,77.2073,Low,DOMESTIC VIOLENCE
Mumbai,Dadar,19.0184,72.8436,Medium,DRUG OFFENSE
Bangalore,Koramangala,12.9352,77.6142,Medium,ROBBERY
Bangalore,Indiranagar,12.9716,77.6408,Low,IDENTITY THEFT
Delhi,Saket,28.5206,77.2073,Medium,ASSAULT
Bangalore,Whitefield,12.9698,77.7499,Medium,FIREARM OFFENSE
Ahmedabad,Maninagar,22.9921,72.6036,High,SEXUAL ASSAULT
Mumbai,Andheri,19.1197,72.8468,High,CYBERCRIME
Hyderabad,Banjara Hills,17.4123,78.4296,Low,VANDALISM
Kolkata,Behala,22.501,88.3141,High,CYBERCRIME
Kolkata,Behala,22.501,88.3141,Medium,FIREARM OFFENSE
Pune,Kasba Peth,18.5196,73.8574,Low,IDENTITY THEFT
Pune,Yerawada,18.5575,73.899,Low,COUNTERFEITING
Ahmedabad,Navrangpura,23.0422,72.5551,Low,ARSON
Delhi,Dwarka,28.5921,77.046,Medium,ASSAULT
Kolkata,Park Street,22.5531,88.3501,Medium,ROBBERY
Kolkata,Salt Lake,22.5867,88.417,Low,DOMESTIC VIOLENCE
Lucknow,Gomti Nagar,26.8467,81.0,Low,IDENTITY THEFT
Pune,Kalyani Nagar,18.5485,73.9028,Low,FRAUD
Pune,Budhwar Peth,18.5167,73.855,Low,BURGLARY
Delhi,Rohini,28.7492,77.0574,Low,VEHICLE - STOLEN
Bangalore,Indiranagar,12.9716,77.6408,Low,BURGLARY
Hyderabad,Gachibowli,17.4448,78.3498,Low,HOMICIDE
Hyderabad,Begumpet,17.444,78.4637,Low,VEHICLE - STOLEN
Delhi,Rohini,28.7492,77.0574,Low,IDENTITY THEFT
Mumbai,Dadar,19.0184,72.8436,Low,ARSON
Delhi,Saket,28.5206,77.2073,High,KIDNAPPING
Hyderabad,Banjara Hills,17.4123,78.4296,High,KIDNAPPING
Mumbai,Bandra,19.0606,72.8366,Low,ARSON
Jaipur,Mansarovar,26.8554,75.7705,High,CYBERCRIME
Hyderabad,Banjara Hills,17.4123,78.4296,Low,VEHICLE - STOLEN
Delhi,Saket,28.5206,77.2073,Medium,ILLEGAL POSSESSION
Mumbai,Andheri,19.1197,72.8468,Low,BURGLARY
Pune,Kasba Peth,18.5196,73.8574,High,KIDNAPPING
Delhi,Saket,28.5206,77.2073,Low,CYBERCRIME
Delhi,Dwarka,28.5921,77.046,Low,HOMICIDE
Delhi,Rohini,28.7492,77.0574,Medium,FIREARM OFFENSE
Pune,Budhwar Peth,18.5167,73.855,Low,IDENTITY THEFT
Delhi,Rohini,28.7492,77.0574,Medium,DOMESTIC VIOLENCE
Delhi,Saket,28.5206,77.2073,Low,COUNTERFEITING
Lucknow,Alambagh,26.7923,80.8899,Medium,FIREARM OFFENSE
Hyderabad,Gachibowli,17.4448,78.3498,High,COUNTERFEITING
Lucknow,Hazratganj,26.8508,80.9462,Medium,ASSAULT
Bangalore,Koramangala,12.9352,77.6142,High,SEXUAL ASSAULT
Chennai,Velachery,12.9784,80.2209,Medium,ILLEGAL POSSESSION
Pune,Yerawada,18.5575,73.899,High,COUNTERFEITING
Ahmedabad,Satellite,23.03,72.5171,Medium,ASSAULT
Mumbai,Dadar,19.0184,72.8436,Medium,ILLEGAL POSSESSION
Delhi,Rohini,28.7492,77.0574,Low,SHOPLIFTING
Delhi,Dwarka,28.5921,77.046,High,HOMICIDE
Bangalore,Whitefield,12.9698,77.7499,Medium,ILLEGAL POSSESSION
Ahmedabad,Maninagar,22.9921,72.6036,High,CYBERCRIME
Delhi,Saket,28.5206,77.2073,Low,TRAFFIC VIOLATION
Delhi,Dwarka,28.5921,77.046,High,KIDNAPPING
Ahmedabad,Navrangpura,23.0422,72.5551,Low,BURGLARY
Delhi,Rohini,28.7492,77.0574,Low,ARSON
Mumbai,Dadar,19.0184,72.8436,Low,SHOPLIFTING
Delhi,Saket,28.5206,77.2073,Low,PUBLIC INTOXICATION
Kolkata,Park Street,22.5531,88.3501,High,HOMICIDE
Ahmedabad,Maninagar,22.9921,72.6036,Medium,PUBLIC INTOXICATION
Mumbai,Andheri,19.1197,72.8468,Low,BURGLARY
Mumbai,Andheri,19.1197,72.8468,High,DOMESTIC VIOLENCE
Hyderabad,Begumpet,17.444,78.4637,High,COUNTERFEITING
Hyderabad,Gachibowli,17.4448,78.3498,High,KIDNAPPING
Kolkata,Park Street,22.5531,88.3501,High,SEXUAL ASSAULT
Lucknow,Alambagh,26.7923,80.8899,Medium,FIREARM OFFENSE
Delhi,Saket,28.5206,77.2073,Medium,DRUG OFFENSE
Mumbai,Andheri,19.1197,72.8468,Low,VEHICLE - STOLEN
Pune,Kalyani Nagar,18.5485,73.9028,High,HOMICIDE
Kolkata,Park Street,22.5531,88.3501,Low,TRAFFIC VIOLATION
Lucknow,Alambagh,26.7923,80.8899,Medium,ASSAULT
Delhi,Saket,28.5206,77.2073,Medium,DRUG OFFENSE
Hyderabad,Begumpet,17.444,78.4637,Low,ROBBERY
Delhi,Dwarka,28.5921,77.046,Medium,FIREARM OFFENSE
Kolkata,Behala,22.501,88.3141,Medium,PUBLIC INTOXICATION
Mumbai,Dadar,19.0184,72.8436,Low,DOMESTIC VIOLENCE
Bangalore,Indiranagar,12.9716,77.6408,High,DOMESTIC VIOLENCE
Kolkata,Behala,22.501,88.3141,Low,BURGLARY
Mumbai,Bandra,19.0606,72.8366,Low,BURGLARY
Hyderabad,Gachibowli,17.4448,78.3498,High,COUNTERFEITING
Hyderabad,Gachibowli,17.4448,78.3498,High,COUNTERFEITING
Mumbai,Bandra,19.0606,72.8366,Low,FRAUD
Hyderabad,Begumpet,17.444,78.4637,Medium,ILLEGAL POSSESSION
Mumbai,Andheri,19.1197,72.8468,Low,FRAUD
Delhi,Saket,28.5206,77.2073,Medium,ROBBERY
Delhi,Rohini,28.7492,77.0574,Medium,ILLEGAL POSSESSION
Ahmedabad,Maninagar,22.9921,72.6036,Medium,ASSAULT
Delhi,Saket,28.5206,77.2073,Low,FRAUD
Delhi,Dwarka,28.5921,77.046,Low,FRAUD
Pune,Viman Nagar,18.5679,73.9143,High,SHOPLIFTING
Bangalore,Koramangala,12.9352,77.6142,Low,BURGLARY
Pune,Viman Nagar,18.5679,73.9143,High,SEXUAL ASSAULT
Chennai,T. Nagar,13.042,80.2337,Medium,FIREARM OFFENSE
Bangalore,Koramangala,12.9352,77.6142,Medium,EXTORTION
Delhi,Saket,28.5206,77.2073,Low,VEHICLE - STOLEN
Chennai,Adyar,13.0067,80.257,High,SEXUAL ASSAULT
Chennai,T. Nagar,13.042,80.2337,Medium,ASSAULT
Bangalore,Whitefield,12.9698,77.7499,Medium,ASSAULT
Lucknow,Hazratganj,26.8508,80.9462,Medium,EXTORTION
Delhi,Dwarka,28.5921,77.046,Medium,FIREARM OFFENSE
Kolkata,Salt Lake,22.5867,88.417,Low,TRAFFIC VIOLATION
Mumbai,Dadar,19.0184,72.8436,Medium,FIREARM OFFENSE
Kolkata,Salt Lake,22.5867,88.417,High,SEXUAL ASSAULT
Hyderabad,Begumpet,17.444,78.4637,Low,IDENTITY THEFT
Kolkata,Behala,22.501,88.3141,Low,FRAUD
Chennai,Velachery,12.9784,80.2209,Low,VANDALISM
Delhi,Dwarka,28.5921,77.046,High,SEXUAL ASSAULT
Pune,Kothrud,18.5096,73.8077,Medium,ASSAULT
Kolkata,Park Street,22.5531,88.3501,Medium,ROBBERY
Pune,Hadapsar,18.4967,73.9347,Medium,FIREARM OFFENSE
Kolkata,Park Street,22.5531,88.3501,Medium,FIREARM OFFENSE
Kolkata,Behala,22.501,88.3141,Medium,ROBBERY
Chennai,T. Nagar,13.042,80.2337,Low,VEHICLE - STOLEN
Chennai,Adyar,13.0067,80.257,Low,FRAUD
Mumbai,Bandra,19.0606,72.8366,Medium,PUBLIC INTOXICATION
Mumbai,Bandra,19.0606,72.8366,Medium,FIREARM OFFENSE
Kolkata,Behala,22.501,88.3141,High,DOMESTIC VIOLENCE
Jaipur,Vaishali Nagar,26.9196,75.7395,Medium,DRUG OFFENSE
Delhi,Saket,28.5206,77.2073,Low,IDENTITY THEFT
Hyderabad,Gachibowli,17.4448,78.3498,Low,FRAUD
Lucknow,Gomti Nagar,26.8467,81.0,High,SHOPLIFTING
Mumbai,Dadar,19.0184,72.8436,Medium,PUBLIC INTOXICATION
Mumbai,Andheri,19.1197,72.8468,Medium,ASSAULT
Delhi,Saket,28.5206,77.2073,Medium,PUBLIC INTOXICATION
Mumbai,Andheri,19.1197,72.8468,Low,IDENTITY THEFT
Delhi,Saket,28.5206,77.2073,Low,FRAUD
Mumbai,Andheri,19.1197,72.8468,Low,COUNTERFEITING
Delhi,Saket,28.5206,77.2073,Low,COUNTERFEITING
Delhi,Dwarka,28.5921,77.046,Low,DOMESTIC VIOLENCE
Delhi,Saket,28.5206,77.2073,Low,COUNTERFEITING
Kolkata,Park Street,22.5531,88.3501,Medium,ILLEGAL POSSESSION
Delhi,Dwarka,28.5921,77.046,Medium,DRUG OFFENSE
Jaipur,Mansarovar,26.8554,75.7705,High,KIDNAPPING
Mumbai,Bandra,19.0606,72.8366,Low,COUNTERFEITING
Lucknow,Gomti Nagar,26.8467,81.0,Low,ARSON
Mumbai,Bandra,19.0606,72.8366,Low,VANDALISM
Pune,Hadapsar,18.4967,73.9347,Low,VEHICLE - STOLEN
Kolkata,Behala,22.501,88.3141,High,KIDNAPPING
Pune,Budhwar Peth,18.5167,73.855,Low,VEHICLE - STOLEN
Kolkata,Behala,22.501,88.3141,Low,TRAFFIC VIOLATION
Jaipur,Malviya Nagar,26.8497,75.818,Medium,EXTORTION
Bangalore,Whitefield,12.9698,77.7499,High,HOMICIDE
Mumbai,Andheri,19.1197,72.8468,Medium,FIREARM OFFENSE
Ahmedabad,Navrangpura,23.0422,72.5551,Low,ARSON
Mumbai,Bandra,19.0606,72.8366,Medium,DOMESTIC VIOLENCE
Bangalore,Indiranagar,12.9716,77.6408,Medium,ASSAULT
Chennai,T. Nagar,13.042,80.2337,High,CYBERCRIME
Chennai,Velachery,12.9784,80.2209,Low,CYBERCRIME
Delhi,Rohini,28.7492,77.0574,Low,SHOPLIFTING
Delhi,Dwarka,28.5921,77.046,High,SEXUAL ASSAULT
Mumbai,Andheri,19.1197,72.8468,Low,TRAFFIC VIOLATION
Delhi,Saket,28.5206,77.2073,Low,FRAUD
Ahmedabad,Navrangpura,23.0422,72.5551,Low,VANDALISM
Jaipur,Vaishali Nagar,26.9196,75.7395,Low,ARSON
Ahmedabad,Navrangpura,23.0422,72.5551,Medium,DRUG OFFENSE
Mumbai,Dadar,19.0184,72.8436,Low,TRAFFIC VIOLATION
Delhi,Rohini,28.7492,77.0574,Low,TRAFFIC VIOLATION
Kolkata,Salt Lake,22.5867,88.417,Low,TRAFFIC VIOLATION
Hyderabad,Gachibowli,17.4448,78.3498,Low,BURGLARY
Bangalore,Indiranagar,12.9716,77.6408,Low,TRAFFIC VIOLATION
Hyderabad,Banjara Hills,17.4123,78.4296,Low,ROBBERY
Jaipur,Malviya Nagar,26.8497,75.818,Medium,DRUG OFFENSE
Jaipur,Malviya Nagar,26.8497,75.818,Low,BURGLARY
Delhi,Rohini,28.7492,77.0574,High,SEXUAL ASSAULT
Delhi,Saket,28.5206,77.2073,High,SEXUAL ASSAULT
Chennai,Adyar,13.0067,80.257,Low,VEHICLE - STOLEN
Delhi,Saket,28.5206,77.2073,High,HOMICIDE
Lucknow,Hazratganj,26.8508,80.9462,Low,VEHICLE - STOLEN
Ahmedabad,Satellite,23.03,72.5171,High,HOMICIDE
Ahmedabad,Navrangpura,23.0422,72.5551,Low,ARSON
Delhi,Dwarka,28.5921,77.046,Medium,EXTORTION
Pune,Tadiwala Road,18.5193,73.8794,Low,ARSON
Mumbai,Dadar,19.0184,72.8436,High,SEXUAL ASSAULT
Kolkata,Salt Lake,22.5867,88.417,High,KIDNAPPING
Mumbai,Bandra,19.0606,72.8366,Low,ARSON
Delhi,Dwarka,28.5921,77.046,Medium,ROBBERY
Delhi,Rohini,28.7492,77.0574,Low,BURGLARY
Chennai,Velachery,12.9784,80.2209,Medium,ILLEGAL POSSESSION
Pune,Kasba Peth,18.5196,73.8574,Low,VANDALISM
Pune,Kasba Peth,18.5196,73.8574,Medium,ILLEGAL POSSESSION
Pune,Budhwar Peth,18.5167,73.855,High,SHOPLIFTING
Kolkata,Behala,22.501,88.3141,Medium,ILLEGAL POSSESSION
Jaipur,Vaishali Nagar,26.9196,75.7395,High,SEXUAL ASSAULT
Delhi,Saket,28.5206,77.2073,Low,DOMESTIC VIOLENCE
Lucknow,Alambagh,26.7923,80.8899,Medium,ROBBERY
Mumbai,Andheri,19.1197,72.8468,Low,ARSON
Mumbai,Bandra,19.0606,72.8366,Low,VEHICLE - STOLEN
Delhi,Dwarka,28.5921,77.046,Medium,FIREARM OFFENSE
Pune,Kalyani Nagar,18.5485,73.9028,Low,VANDALISM
Mumbai,Bandra,19.0606,72.8366,Medium,DRUG OFFENSE
Pune,Kasba Peth,18.5196,73.8574,High,COUNTERFEITING
Chennai,T. Nagar,13.042,80.2337,Low,ROBBERY
Bangalore,Koramangala,12.9352,77.6142,Low,TRAFFIC VIOLATION
Kolkata,Park Street,22.5531,88.3501,Medium,ILLEGAL POSSESSION
Bangalore,Koramangala,12.9352,77.6142,High,DOMESTIC VIOLENCE
Ahmedabad,Maninagar,22.9921,72.6036,Low,TRAFFIC VIOLATION
Jaipur,Mansarovar,26.8554,75.7705,High,SEXUAL ASSAULT
Ahmedabad,Maninagar,22.9921,72.6036,Medium,EXTORTION
Hyderabad,Banjara Hills,17.4123,78.4296,Medium,ILLEGAL POSSESSION
Bangalore,Koramangala,12.9352,77.6142,High,COUNTERFEITING
Pune,Budhwar Peth,18.5167,73.855,Low,BURGLARY
Jaipur,Malviya Nagar,26.8497,75.818,Medium,EXTORTION
Pune,Kothrud,18.5096,73.8077,Low,ARSON
Hyderabad,Banjara Hills,17.4123,78.4296,Medium,ROBBERY
Delhi,Dwarka,28.5921,77.046,Low,FRAUD
Mumbai,Bandra,19.0606,72.8366,Low,ARSON
Delhi,Dwarka,28.5921,77.046,Medium,ROBBERY
Pune,Budhwar Peth,18.5167,73.855,Medium,FIREARM OFFENSE
Kolkata,Salt Lake,22.5867,88.417,High,HOMICIDE
Ahmedabad,Maninagar,22.9921,72.6036,Medium,FIREARM OFFENSE
Jaipur,Mansarovar,26.8554,75.7705,Medium,EXTORTION
Mumbai,Dadar,19.0184,72.8436,High,KIDNAPPING
Hyderabad,Gachibowli,17.4448,78.3498,High,SHOPLIFTING
Lucknow,Gomti Nagar,26.8467,81.0,Medium,FIREARM OFFENSE
Delhi,Dwarka,28.5921,77.046,High,HOMICIDE
Lucknow,Hazratganj,26.8508,80.9462,Medium,EXTORTION
Hyderabad,Gachibowli,17.4448,78.3498,Low,FRAUD
Bangalore,Koramangala,12.9352,77.6142,High,KIDNAPPING
Mumbai,Dadar,19.0184,72.8436,Low,IDENTITY THEFT
Kolkata,Park Street,22.5531,88.3501,High,CYBERCRIME
Bangalore,Indiranagar,12.9716,77.6408,Low,BURGLARY
Mumbai,Andheri,19.1197,72.8468,Medium,DRUG OFFENSE
Jaipur,Malviya Nagar,26.8497,75.818,Low,ARSON
Mumbai,Dadar,19.0184,72.8436,Low,VEHICLE - STOLEN
Ahmedabad,Navrangpura,23.0422,72.5551,Low,FRAUD
Mumbai,Dadar,19.0184,72.8436,Low,VANDALISM
Jaipur,Mansarovar,26.8554,75.7705,Medium,DRUG OFFENSE
Ahmedabad,Maninagar,22.9921,72.6036,Medium,ILLEGAL POSSESSION
Delhi,Saket,28.5206,77.2073,Medium,FIREARM OFFENSE
Ahmedabad,Navrangpura,23.0422,72.5551,Low,COUNTERFEITING
Pune,Yerawada,18.5575,73.899,High,HOMICIDE
Bangalore,Indiranagar,12.9716,77.6408,Medium,EXTORTION
Ahmedabad,Navrangpura,23.0422,72.5551,Medium,ROBBERY
Mumbai,Andheri,19.1197,72.8468,High,KIDNAPPING
Hyderabad,Begumpet,17.444,78.4637,Medium,PUBLIC INTOXICATION
Ahmedabad,Maninagar,22.9921,72.6036,Medium,PUBLIC INTOXICATION
Bangalore,Indiranagar,12.9716,77.6408,High,CYBERCRIME
Mumbai,Bandra,19.0606,72.8366,Low,VANDALISM
Lucknow,Alambagh,26.7923,80.8899,Low,BURGLARY
Ahmedabad,Satellite,23.03,72.5171,Low,DOMESTIC VIOLENCE
Hyderabad,Banjara Hills,17.4123,78.4296,High,HOMICIDE
Pune,Kondhwa,18.4575,73.8901,Medium,DRUG OFFENSE
Jaipur,Mansarovar,26.8554,75.7705,Medium,ASSAULT
Ahmedabad,Satellite,23.03,72.5171,Low,FRAUD
Jaipur,Malviya Nagar,26.8497,75.818,Medium,DRUG OFFENSE
Delhi,Rohini,28.7492,77.0574,Low,FRAUD
Bangalore,Whitefield,12.9698,77.7499,Low,ARSON
Hyderabad,Banjara Hills,17.4123,78.4296,Low,BURGLARY
Delhi,Saket,28.5206,77.2073,Low,VANDALISM
Mumbai,Bandra,19.0606,72.8366,Low,FRAUD
Jaipur,Mansarovar,26.8554,75.7705,Low,BURGLARY
Delhi,Dwarka,28.5921,77.046,Low,ROBBERY
Bangalore,Indiranagar,12.9716,77.6408,High,KIDNAPPING
Bangalore,Whitefield,12.9698,77.7499,Medium,ASSAULT
Delhi,Saket,28.5206,77.2073,Medium,ASSAULT
Mumbai,Dadar,19.0184,72.8436,Medium,ILLEGAL POSSESSION
Kolkata,Behala,22.501,88.3141,Low,CYBERCRIME
Chennai,T. Nagar,13.042,80.2337,Low,VEHICLE - STOLEN
Chennai,T. Nagar,13.042,80.2337,Medium,FIREARM OFFENSE
Chennai,Adyar,13.0067,80.257,Low,VEHICLE - STOLEN
Hyderabad,Banjara Hills,17.4123,78.4296,Low,TRAFFIC VIOLATION
Mumbai,Andheri,19.1197,72.8468,Low,DOMESTIC VIOLENCE
Delhi,Dwarka,28.5921,77.046,Low,BURGLARY
Ahmedabad,Maninagar,22.9921,72.6036,High,HOMICIDE
Lucknow,Alambagh,26.7923,80.8899,Low,PUBLIC INTOXICATION
Bangalore,Koramangala,12.9352,77.6142,Low,CYBERCRIME
Pune,Viman Nagar,18.5679,73.9143,Low,TRAFFIC VIOLATION
Delhi,Rohini,28.7492,77.0574,Low,DOMESTIC VIOLENCE
Delhi,Saket,28.5206,77.2073,Medium,DRUG OFFENSE
Mumbai,Dadar,19.0184,72.8436,High,KIDNAPPING
Pune,Yerawada,18.5575,73.899,Low,BURGLARY
Delhi,Dwarka,28.5921,77.046,Low,SHOPLIFTING
Chennai,Adyar,13.0067,80.257,Medium,ILLEGAL POSSESSION
Chennai,Velachery,12.9784,80.2209,Medium,ASSAULT
Chennai,Velachery,12.9784,80.2209,Medium,FIREARM OFFENSE
Ahmedabad,Maninagar,22.9921,72.6036,Low,COUNTERFEITING
Mumbai,Bandra,19.0606,72.8366,Low,ARSON
Delhi,Saket,28.5206,77.2073,Low,FRAUD
Mumbai,Bandra,19.0606,72.8366,Low,DOMESTIC VIOLENCE
Ahmedabad,Maninagar,22.9921,72.6036,Low,PUBLIC INTOXICATION
Mumbai,Andheri,19.1197,72.8468,Medium,ILLEGAL POSSESSION
Delhi,Saket,28.5206,77.2073,Low,IDENTITY THEFT
Kolkata,Salt Lake,22.5867,88.417,Low,VANDALISM
Chennai,Adyar,13.0067,80.257,Medium,EXTORTION
Hyderabad,Gachibowli,17.4448,78.3498,Medium,EXTORTION
Bangalore,Indiranagar,12.9716,77.6408,Low,IDENTITY THEFT
Delhi,Saket,28.5206,77.2073,Low,SHOPLIFTING
Mumbai,Dadar,19.0184,72.8436,Medium,EXTORTION
Pune,Tadiwala Road,18.5193,73.8794,Medium,ASSAULT
Delhi,Dwarka,28.5921,77.046,Low,COUNTERFEITING
Delhi,Rohini,28.7492,77.0574,Low,VEHICLE - STOLEN
Delhi,Saket,28.5206,77.2073,Medium,EXTORTION
Bangalore,Whitefield,12.9698,77.7499,Low,FRAUD
Mumbai,Bandra,19.0606,72.8366,Medium,PUBLIC INTOXICATION
Ahmedabad,Maninagar,22.9921,72.6036,High,CYBERCRIME
Delhi,Rohini,28.7492,77.0574,Low,IDENTITY THEFT
Delhi,Rohini,28.7492,77.0574,Medium,EXTORTION
Chennai,Velachery,12.9784,80.2209,High,HOMICIDE
Mumbai,Bandra,19.0606,72.8366,Low,ARSON
Kolkata,Park Street,22.5531,88.3501,High,HOMICIDE
Bangalore,Indiranagar,12.9716,77.6408,Medium,ILLEGAL POSSESSION
Delhi,Rohini,28.7492,77.0574,High,SHOPLIFTING
Hyderabad,Banjara Hills,17.4123,78.4296,Medium,ASSAULT
Pune,Kalyani Nagar,18.5485,73.9028,Low,FRAUD
Bangalore,Koramangala,12.9352,77.6142,High,HOMICIDE
Bangalore,Indiranagar,12.9716,77.6408,High,COUNTERFEITING
Bangalore,Indiranagar,12.9716,77.6408,High,SHOPLIFTING
Pune,Tadiwala Road,18.5193,73.8794,Low,IDENTITY THEFT
Lucknow,Hazratganj,26.8508,80.9462,High,CYBERCRIME
Delhi,Dwarka,28.5921,77.046,Low,FRAUD
Lucknow,Hazratganj,26.8508,80.9462,Low,IDENTITY THEFT
Chennai,T. Nagar,13.042,80.2337,High,KIDNAPPING
Kolkata,Behala,22.501,88.3141,High,KIDNAPPING
Pune,Yerawada,18.5575,73.899,Medium,ASSAULT
Delhi,Rohini,28.7492,77.0574,High,SEXUAL ASSAULT
Pune,Tadiwala Road,18.5193,73.8794,Medium,EXTORTION
Ahmedabad,Navrangpura,23.0422,72.5551,High,SHOPLIFTING
Delhi,Saket,28.5206,77.2073,Medium,EXTORTION
Delhi,Saket,28.5206,77.2073,Low,TRAFFIC VIOLATION
Hyderabad,Begumpet,17.444,78.4637,Low,BURGLARY
Chennai,Velachery,12.9784,80.2209,Medium,FIREARM OFFENSE
Delhi,Dwarka,28.5921,77.046,Medium,FIREARM OFFENSE
Pune,Tadiwala Road,18.5193,73.8794,Low,BURGLARY
Mumbai,Andheri,19.1197,72.8468,Low,BURGLARY
Chennai,Adyar,13.0067,80.257,High,SHOPLIFTING
Ahmedabad,Navrangpura,23.0422,72.5551,Low,VANDALISM
Mumbai,Bandra,19.0606,72.8366,Low,COUNTERFEITING
Jaipur,Malviya Nagar,26.8497,75.818,High,HOMICIDE
Chennai,Adyar,13.0067,80.257,High,HOMICIDE
Kolkata,Park Street,22.5531,88.3501,Low,FRAUD
Delhi,Rohini,28.7492,77.0574,Low,COUNTERFEITING
Ahmedabad,Navrangpura,23.0422,72.5551,Low,BURGLARY
Bangalore,Koramangala,12.9352,77.6142,High,COUNTERFEITING
Mumbai,Dadar,19.0184,72.8436,High,SEXUAL ASSAULT
Lucknow,Hazratganj,26.8508,80.9462,Low,TRAFFIC VIOLATION
Delhi,Dwarka,28.5921,77.046,Low,SHOPLIFTING
Lucknow,Alambagh,26.7923,80.8899,Low,FRAUD
Delhi,Dwarka,28.5921,77.046,Medium,FIREARM OFFENSE
Mumbai,Andheri,19.1197,72.8468,Medium,ASSAULT
Chennai,T. Nagar,13.042,80.2337,Low,ROBBERY
Hyderabad,Gachibowli,17.4448,78.3498,High,HOMICIDE
Bangalore,Whitefield,12.9698,77.7499,Medium,ILLEGAL POSSESSION
Mumbai,Bandra,19.0606,72.8366,Medium,DRUG OFFENSE
Hyderabad,Begumpet,17.444,78.4637,High,KIDNAPPING
Bangalore,Whitefield,12.9698,77.7499,Medium,EXTORTION
Bangalore,Koramangala,12.9352,77.6142,Medium,DRUG OFFENSE
Lucknow,Gomti Nagar,26.8467,81.0,Medium,ILLEGAL POSSESSION
Hyderabad,Gachibowli,17.4448,78.3498,Low,FRAUD
Bangalore,Koramangala,12.9352,77.6142,High,SHOPLIFTING
Kolkata,Behala,22.501,88.3141,High,SEXUAL ASSAULT
Ahmedabad,Satellite,23.03,72.5171,High,KIDNAPPING
Pune,Kasba Peth,18.5196,73.8574,Medium,PUBLIC INTOXICATION
Chennai,T. Nagar,13.042,80.2337,Low,FRAUD
Kolkata,Salt Lake,22.5867,88.417,Low,VANDALISM
Mumbai,Andheri,19.1197,72.8468,Low,IDENTITY THEFT
Jaipur,Malviya Nagar,26.8497,75.818,Medium,PUBLIC INTOXICATION
Hyderabad,Banjara Hills,17.4123,78.4296,Low,IDENTITY THEFT
Hyderabad,Gachibowli,17.4448,78.3498,Low,FRAUD
Pune,Viman Nagar,18.5679,73.9143,Medium,FIREARM OFFENSE
Delhi,Rohini,28.7492,77.0574,Medium,EXTORTION
Jaipur,Vaishali Nagar,26.9196,75.7395,Low,CYBERCRIME
Lucknow,Hazratganj,26.8508,80.9462,Medium,ASSAULT
Mumbai,Dadar,19.0184,72.8436,High,CYBERCRIME
Kolkata,Salt Lake,22.5867,88.417,High,SEXUAL ASSAULT
Pune,Tadiwala Road,18.5193,73.8794,Medium,FIREARM OFFENSE
Kolkata,Behala,22.501,88.3141,Low,CYBERCRIME
Mumbai,Bandra,19.0606,72.8366,High,KIDNAPPING
Hyderabad,Begumpet,17.444,78.4637,Low,SHOPLIFTING
Mumbai,Bandra,19.0606,72.8366,Low,IDENTITY THEFT
Pune,Tadiwala Road,18.5193,73.8794,High,KIDNAPPING
Delhi,Saket,28.5206,77.2073,Medium,DOMESTIC VIOLENCE
Jaipur,Vaishali Nagar,26.9196,75.7395,Low,COUNTERFEITING
Ahmedabad,Maninagar,22.9921,72.6036,Low,TRAFFIC VIOLATION
Ahmedabad,Satellite,23.03,72.5171,Low,BURGLARY
Delhi,Saket,28.5206,77.2073,Low,IDENTITY THEFT
Hyderabad,Begumpet,17.444,78.4637,High,SEXUAL ASSAULT
Delhi,Dwarka,28.5921,77.046,Low,SHOPLIFTING
Bangalore,Koramangala,12.9352,77.6142,Low,COUNTERFEITING
Pune,Yerawada,18.5575,73.899,Medium,ASSAULT
Bangalore,Koramangala,12.9352,77.6142,Low,HOMICIDE
Lucknow,Hazratganj,26.8508,80.9462,Low,IDENTITY THEFT
Ahmedabad,Maninagar,22.9921,72.6036,Low,ARSON
Bangalore,Indiranagar,12.9716,77.6408,Low,VEHICLE - STOLEN
Kolkata,Salt Lake,22.5867,88.417,High,SEXUAL ASSAULT
Hyderabad,Gachibowli,17.4448,78.3498,Low,TRAFFIC VIOLATION
Chennai,Velachery,12.9784,80.2209,Medium,ILLEGAL POSSESSION
Jaipur,Malviya Nagar,26.8497,75.818,Medium,ASSAULT
Bangalore,Indiranagar,12.9716,77.6408,Medium,ASSAULT
Pune,Hadapsar,18.4967,73.9347,Low,VEHICLE - STOLEN
Mumbai,Dadar,19.0184,72.8436,High,DOMESTIC VIOLENCE
Mumbai,Dadar,19.0184,72.8436,High,CYBERCRIME
Pune,Koregaon Park,18.5362,73.8938,Medium,EXTORTION
Pune,Viman Nagar,18.5679,73.9143,Medium,FIREARM OFFENSE
Mumbai,Dadar,19.0184,72.8436,Medium,FIREARM OFFENSE
Delhi,Saket,28.5206,77.2073,Low,VEHICLE - STOLEN
Delhi,Saket,28.5206,77.2073,High,SEXUAL ASSAULT
Delhi,Dwarka,28.5921,77.046,Low,COUNTERFEITING
Lucknow,Hazratganj,26.8508,80.9462,Low,DOMESTIC VIOLENCE
Delhi,Dwarka,28.5921,77.046,Medium,ILLEGAL POSSESSION
Pune,Kothrud,18.5096,73.8077,Low,BURGLARY
Hyderabad,Banjara Hills,17.4123,78.4296,Low,IDENTITY THEFT
Chennai,Velachery,12.9784,80.2209,Low,FRAUD
